FusionGID,FusionGene,Hgene,HGID,Tgene,TGID
hg8239tg10159,USP9X-ATP6AP2,USP9X,8239,ATP6AP2,10159
hg8239tg645,USP9X-BLVRB,USP9X,8239,BLVRB,645
hg8239tg8550,USP9X-MAPKAPK5,USP9X,8239,MAPKAPK5,8550
hg10208tg93185,USPL1-IGSF8,USPL1,10208,IGSF8,93185
hg10090tg116254,UST-GINM1,UST,10090,GINM1,116254
hg10090tg4602,UST-MYB,UST,10090,MYB,4602
hg10090tg339976,UST-TRIML1,UST,10090,TRIML1,339976
hg10813tg25825,UTP14A-BACE2,UTP14A,10813,BACE2,25825
hg10813tg6709,UTP14A-SPTAN1,UTP14A,10813,SPTAN1,6709
hg27340tg79023,UTP20-NUP37,UTP20,27340,NUP37,79023
hg27340tg27340,UTP20-UTP20,UTP20,27340,UTP20,27340
hg55813tg80336,UTP6-PABPC1L,UTP6,55813,PABPC1L,80336
hg7402tg51390,UTRN-AIG1,UTRN,7402,AIG1,51390
hg7402tg1284,UTRN-COL4A2,UTRN,7402,COL4A2,1284
hg7402tg8091,UTRN-HMGA2,UTRN,7402,HMGA2,8091
hg7402tg57128,UTRN-LYRM4,UTRN,7402,LYRM4,57128
hg7402tg4482,UTRN-MSRA,UTRN,7402,MSRA,4482
hg7402tg26578,UTRN-OSTF1,UTRN,7402,OSTF1,26578
hg7402tg93594,UTRN-TBC1D31,UTRN,7402,TBC1D31,93594
hg7402tg11274,UTRN-USP18,UTRN,7402,USP18,11274
hg7402tg7402,UTRN-UTRN,UTRN,7402,UTRN,7402
hg7402tg11197,UTRN-WIF1,UTRN,7402,WIF1,11197
hg7404tg7403,UTY-KDM6A,UTY,7404,KDM6A,7403
hg7405tg55331,UVRAG-ACER3,UVRAG,7405,ACER3,55331
hg7405tg642,UVRAG-BLMH,UVRAG,7405,BLMH,642
hg7405tg51727,UVRAG-CMPK1,UVRAG,7405,CMPK1,51727
hg7405tg84649,UVRAG-DGAT2,UVRAG,7405,DGAT2,84649
hg7405tg92105,UVRAG-INTS4,UVRAG,7405,INTS4,92105
hg7405tg65987,UVRAG-KCTD14,UVRAG,7405,KCTD14,65987
hg7405tg4135,UVRAG-MAP6,UVRAG,7405,MAP6,4135
hg7405tg83661,UVRAG-MS4A8,UVRAG,7405,MS4A8,83661
hg7405tg64434,UVRAG-NOM1,UVRAG,7405,NOM1,64434
hg7405tg6188,UVRAG-RPS3,UVRAG,7405,RPS3,6188
hg7405tg22800,UVRAG-RRAS2,UVRAG,7405,RRAS2,22800
hg7405tg23650,UVRAG-TRIM29,UVRAG,7405,TRIM29,23650
hg7405tg79698,UVRAG-ZMAT4,UVRAG,7405,ZMAT4,79698
hg57654tg1487,UVSSA-CTBP1,UVSSA,57654,CTBP1,1487
hg57654tg10296,UVSSA-MAEA,UVSSA,57654,MAEA,10296
hg55697tg54768,VAC14-HYDIN,VAC14,55697,HYDIN,54768
hg55697tg51741,VAC14-WWOX,VAC14,55697,WWOX,51741
hg8674tg196446,VAMP4-MYRFL,VAMP4,8674,MYRFL,196446
hg9218tg54834,VAPA-GDAP2,VAPA,9218,GDAP2,54834
hg9218tg55269,VAPA-PSPC1,VAPA,9218,PSPC1,55269
hg9218tg11031,VAPA-RAB31,VAPA,9218,RAB31,11031
hg9217tg57091,VAPB-CASS4,VAPB,9217,CASS4,57091
hg9217tg1010,VAPB-CDH12,VAPB,9217,CDH12,1010
hg9217tg2773,VAPB-GNAI3,VAPB,9217,GNAI3,2773
hg9217tg22806,VAPB-IKZF3,VAPB,9217,IKZF3,22806
hg9217tg63910,VAPB-SLC17A9,VAPB,9217,SLC17A9,63910
hg7407tg7918,VARS-GPANK1,VARS,7407,GPANK1,7918
hg7407tg81671,VARS-VMP1,VARS,7407,VMP1,81671
hg22846tg5583,VASH1-PRKCH,VASH1,22846,PRKCH,5583
hg7408tg4696,VASP-NDUFA3,VASP,7408,NDUFA3,4696
hg7408tg147699,VASP-PPM1N,VASP,7408,PPM1N,147699
hg10493tg54828,VAT1-BCAS3,VAT1,10493,BCAS3,54828
hg10493tg1500,VAT1-CTNND1,VAT1,10493,CTNND1,1500
hg7409tg11336,VAV1-EXOC3,VAV1,7409,EXOC3,11336
hg7410tg8019,VAV2-BRD3,VAV2,7410,BRD3,8019
hg7410tg85301,VAV2-COL27A1,VAV2,7410,COL27A1,85301
hg7410tg10056,VAV2-FARSB,VAV2,7410,FARSB,10056
hg7410tg23048,VAV2-FNBP1,VAV2,7410,FNBP1,23048
hg7410tg389827,VAV2-TMEM8C,VAV2,7410,TMEM8C,389827
hg10451tg29957,VAV3-SLC25A24,VAV3,10451,SLC25A24,29957
hg10451tg10352,VAV3-WARS2,VAV3,10451,WARS2,10352
hg7411tg79184,VBP1-BRCC3,VBP1,7411,BRCC3,79184
hg1462tg728577,VCAN-CNTNAP3B,VCAN,1462,CNTNAP3B,728577
hg1462tg2558,VCAN-GABRA5,VCAN,1462,GABRA5,2558
hg7414tg132,VCL-ADK,VCL,7414,ADK,132
hg7414tg238,VCL-ALK,VCL,7414,ALK,238
hg7414tg2263,VCL-FGFR2,VCL,7414,FGFR2,2263
hg7414tg23053,VCL-ZSWIM8,VCL,7414,ZSWIM8,23053
hg80124tg1015,VCPIP1-CDH17,VCPIP1,80124,CDH17,1015
hg7417tg4756,VDAC2-NEO1,VDAC2,7417,NEO1,4756
hg7422tg57584,VEGFA-ARHGAP21,VEGFA,7422,ARHGAP21,57584
hg7422tg221421,VEGFA-RSPH9,VEGFA,7422,RSPH9,221421
hg7422tg11329,VEGFA-STK38,VEGFA,7422,STK38,11329
hg7716tg836,VEZF1-CASP3,VEZF1,7716,CASP3,836
hg7716tg125113,VEZF1-KRT222,VEZF1,7716,KRT222,125113
hg55591tg55198,VEZT-APPL2,VEZT,55591,APPL2,55198
hg389136tg27303,VGLL3-RBMS3,VGLL3,389136,RBMS3,27303
hg9686tg10533,VGLL4-ATG7,VGLL4,9686,ATG7,10533
hg9686tg10752,VGLL4-CHL1,VGLL4,9686,CHL1,10752
hg7429tg7429,VIL1-VIL1,VIL1,7429,VIL1,7429
hg50853tg3680,VILL-ITGA9,VILL,50853,ITGA9,3680
hg7431tg1674,VIM-DES,VIM,7431,DES,1674
hg7431tg84223,VIM-IQCG,VIM,7431,IQCG,84223
hg7431tg3892,VIM-KRT86,VIM,7431,KRT86,3892
hg7431tg7431,VIM-VIM,VIM,7431,VIM,7431
hg154807tg43,VKORC1L1-ACHE,VKORC1L1,154807,ACHE,43
hg154807tg2990,VKORC1L1-GUSB,VKORC1L1,154807,GUSB,2990
hg7436tg6505,VLDLR-SLC1A1,VLDLR,7436,SLC1A1,6505
hg81671tg10513,VMP1-APPBP2,VMP1,81671,APPBP2,10513
hg81671tg54828,VMP1-BCAS3,VMP1,81671,BCAS3,54828
hg81671tg672,VMP1-BRCA1,VMP1,81671,BRCA1,672
hg81671tg124773,VMP1-C17orf64,VMP1,81671,C17orf64,124773
hg81671tg1213,VMP1-CLTC,VMP1,81671,CLTC,1213
hg81671tg22992,VMP1-KDM2A,VMP1,81671,KDM2A,22992
hg81671tg5687,VMP1-PSMA6,VMP1,81671,PSMA6,5687
hg81671tg5889,VMP1-RAD51C,VMP1,81671,RAD51C,5889
hg81671tg51136,VMP1-RNFT1,VMP1,81671,RNFT1,51136
hg81671tg6198,VMP1-RPS6KB1,VMP1,81671,RPS6KB1,6198
hg81671tg6383,VMP1-SDC2,VMP1,81671,SDC2,6383
hg55350tg4642,VNN3-MYO1D,VNN3,55350,MYO1D,4642
hg55350tg5796,VNN3-PTPRK,VNN3,55350,PTPRK,5796
hg81552tg9956,VOPP1-HS3ST2,VOPP1,81552,HS3ST2,9956
hg81552tg55915,VOPP1-LANCL2,VOPP1,81552,LANCL2,55915
hg9730tg25886,VPRBP-POC1A,VPRBP,9730,POC1A,25886
hg23230tg54505,VPS13A-DHX29,VPS13A,23230,DHX29,54505
hg23230tg63971,VPS13A-KIF13A,VPS13A,23230,KIF13A,63971
hg23230tg23446,VPS13A-SLC44A1,VPS13A,23230,SLC44A1,23446
hg157680tg54806,VPS13B-AHI1,VPS13B,157680,AHI1,54806
hg157680tg1015,VPS13B-CDH17,VPS13B,157680,CDH17,1015
hg157680tg1345,VPS13B-COX6C,VPS13B,157680,COX6C,1345
hg157680tg10404,VPS13B-CPQ,VPS13B,157680,CPQ,10404
hg157680tg1602,VPS13B-DACH1,VPS13B,157680,DACH1,1602
hg157680tg23167,VPS13B-EFR3A,VPS13B,157680,EFR3A,23167
hg157680tg2762,VPS13B-GMDS,VPS13B,157680,GMDS,2762
hg157680tg5440,VPS13B-POLR2K,VPS13B,157680,POLR2K,5440
hg157680tg25788,VPS13B-RAD54B,VPS13B,157680,RAD54B,25788
hg157680tg26166,VPS13B-RGS22,VPS13B,157680,RGS22,26166
hg157680tg6674,VPS13B-SPAG1,VPS13B,157680,SPAG1,6674
hg157680tg27067,VPS13B-STAU2,VPS13B,157680,STAU2,27067
hg157680tg23063,VPS13B-WAPAL,VPS13B,157680,WAPAL,23063
hg54832tg388135,VPS13C-C15orf59,VPS13C,54832,C15orf59,388135
hg54832tg8925,VPS13C-HERC1,VPS13C,54832,HERC1,8925
hg54832tg4155,VPS13C-MBP,VPS13C,54832,MBP,4155
hg55187tg23760,VPS13D-PITPNB,VPS13D,55187,PITPNB,23760
hg55187tg943,VPS13D-TNFRSF8,VPS13D,55187,TNFRSF8,943
hg55187tg7424,VPS13D-VEGFC,VPS13D,55187,VEGFC,7424
hg57617tg4916,VPS18-NTRK3,VPS18,57617,NTRK3,4916
hg57617tg84936,VPS18-ZFYVE19,VPS18,57617,ZFYVE19,84936
hg9559tg84871,VPS26A-AGBL4,VPS26A,9559,AGBL4,84871
hg9559tg347731,VPS26A-LRRTM3,VPS26A,9559,LRRTM3,347731
hg112936tg84529,VPS26B-C15orf41,VPS26B,112936,C15orf41,84529
hg51160tg10291,VPS28-SF3A1,VPS28,51160,SF3A1,10291
hg51699tg5426,VPS29-POLE,VPS29,51699,POLE,5426
hg51699tg55530,VPS29-SVOP,VPS29,51699,SVOP,55530
hg65082tg23457,VPS33A-ABCB9,VPS33A,65082,ABCB9,23457
hg65082tg6311,VPS33A-ATXN2,VPS33A,65082,ATXN2,6311
hg26276tg51069,VPS33B-MRPL2,VPS33B,26276,MRPL2,51069
hg55737tg5257,VPS35-PHKB,VPS35,55737,PHKB,5257
hg137492tg79819,VPS37A-WDR78,VPS37A,137492,WDR78,79819
hg79720tg9026,VPS37B-HIP1R,VPS37B,79720,HIP1R,9026
hg79720tg10198,VPS37B-MPHOSPH9,VPS37B,79720,MPHOSPH9,10198
hg79720tg65082,VPS37B-VPS33A,VPS37B,79720,VPS33A,65082
hg23339tg256586,VPS39-LYSMD2,VPS39,23339,LYSMD2,256586
hg27072tg95681,VPS41-CEP41,VPS41,27072,CEP41,95681
hg27072tg221935,VPS41-SDK1,VPS41,27072,SDK1,221935
hg27072tg8887,VPS41-TAX1BP1,VPS41,27072,TAX1BP1,8887
hg9525tg55356,VPS4B-SLC22A15,VPS4B,9525,SLC22A15,55356
hg55275tg29,VPS53-ABR,VPS53,55275,ABR,29
hg55275tg26097,VPS53-CHTOP,VPS53,55275,CHTOP,26097
hg55275tg53353,VPS53-LRP1B,VPS53,55275,LRP1B,53353
hg55275tg4620,VPS53-MYH2,VPS53,55275,MYH2,4620
hg55275tg64359,VPS53-NXN,VPS53,55275,NXN,64359
hg55275tg146760,VPS53-RTN4RL1,VPS53,55275,RTN4RL1,146760
hg55275tg23293,VPS53-SMG6,VPS53,55275,SMG6,23293
hg55275tg51366,VPS53-UBR5,VPS53,55275,UBR5,51366
hg55275tg23140,VPS53-ZZEF1,VPS53,55275,ZZEF1,23140
hg51542tg7360,VPS54-UGP2,VPS54,51542,UGP2,7360
hg6944tg6092,VPS72-ROBO2,VPS72,6944,ROBO2,6092
hg23355tg129642,VPS8-MBOAT2,VPS8,23355,MBOAT2,129642
hg23355tg5708,VPS8-PSMD2,VPS8,23355,PSMD2,5708
hg7444tg55120,VRK2-FANCL,VRK2,7444,FANCL,55120
hg7444tg182,VRK2-JAG1,VRK2,7444,JAG1,182
hg51231tg23624,VRK3-CBLC,VRK3,51231,CBLC,23624
hg51231tg22870,VRK3-PPP6R1,VRK3,51231,PPP6R1,22870
hg51231tg7040,VRK3-TGFB1,VRK3,51231,TGFB1,7040
hg340547tg11043,VSIG1-MID2,VSIG1,340547,MID2,11043
hg340547tg54843,VSIG1-SYTL2,VSIG1,340547,SYTL2,54843
hg51534tg51390,VTA1-AIG1,VTA1,51534,AIG1,51390
hg79679tg51501,VTCN1-C11orf73,VTCN1,79679,C11orf73,51501
hg143187tg118611,VTI1A-C10orf90,VTI1A,143187,C10orf90,118611
hg143187tg2744,VTI1A-GLS,VTI1A,143187,GLS,2744
hg143187tg2746,VTI1A-GLUD1,VTI1A,143187,GLUD1,2746
hg143187tg404672,VTI1A-GTF2H5,VTI1A,143187,GTF2H5,404672
hg143187tg3065,VTI1A-HDAC1,VTI1A,143187,HDAC1,3065
hg143187tg6934,VTI1A-TCF7L2,VTI1A,143187,TCF7L2,6934
hg10490tg57475,VTI1B-PLEKHH1,VTI1B,10490,PLEKHH1,57475
hg7448tg462,VTN-SERPINC1,VTN,7448,SERPINC1,462
hg340706tg6934,VWA2-TCF7L2,VWA2,340706,TCF7L2,6934
hg23078tg10466,VWA8-COG5,VWA8,23078,COG5,10466
hg23078tg5925,VWA8-RB1,VWA8,23078,RB1,5925
hg23078tg253260,VWA8-RICTOR,VWA8,23078,RICTOR,253260
hg375567tg100130988,VWC2-C7orf72,VWC2,375567,C7orf72,100130988
hg7450tg84260,VWF-TCHP,VWF,7450,TCHP,84260
hg7450tg79882,VWF-ZC3H14,VWF,7450,ZC3H14,79882
hg51322tg54518,WAC-APBB1IP,WAC,51322,APBB1IP,54518
hg51322tg25805,WAC-BAMBI,WAC,51322,BAMBI,25805
hg51322tg79591,WAC-C10orf76,WAC,51322,C10orf76,79591
hg51322tg83442,WAC-SH3BGRL3,WAC,51322,SH3BGRL3,83442
hg7453tg54566,WARS-EPB41L4B,WARS,7453,EPB41L4B,54566
hg7453tg51535,WARS-PPHLN1,WARS,7453,PPHLN1,51535
hg7453tg55012,WARS-PPP2R3C,WARS,7453,PPP2R3C,55012
hg10352tg22854,WARS2-NTNG1,WARS2,10352,NTNG1,22854
hg10352tg26227,WARS2-PHGDH,WARS2,10352,PHGDH,26227
hg10352tg83998,WARS2-REG4,WARS2,10352,REG4,83998
hg10352tg84910,WARS2-TMEM87B,WARS2,10352,TMEM87B,84910
hg10352tg8460,WARS2-TPST1,WARS2,10352,TPST1,8460
hg8936tg54946,WASF1-SLC41A3,WASF1,8936,SLC41A3,54946
hg10163tg2268,WASF2-FGR,WASF2,10163,FGR,2268
hg8976tg27044,WASL-SND1,WASL,8976,SND1,27044
hg51729tg4256,WBP11-MGP,WBP11,51729,MGP,4256
hg54838tg9509,WBP1L-ADAMTS2,WBP1L,54838,ADAMTS2,9509
hg54838tg403,WBP1L-ARL3,WBP1L,54838,ARL3,403
hg54838tg9790,WBP1L-BMS1,WBP1L,54838,BMS1,9790
hg54838tg3224,WBP1L-HOXC8,WBP1L,54838,HOXC8,3224
hg54838tg5728,WBP1L-PTEN,WBP1L,54838,PTEN,5728
hg54838tg51684,WBP1L-SUFU,WBP1L,54838,SUFU,51684
hg54838tg81603,WBP1L-TRIM8,WBP1L,54838,TRIM8,81603
hg23558tg79902,WBP2-NUP85,WBP2,23558,NUP85,79902
hg64409tg55607,WBSCR17-PPP1R9A,WBSCR17,64409,PPP1R9A,55607
hg114049tg3984,WBSCR22-LIMK1,WBSCR22,114049,LIMK1,3984
hg57590tg130340,WDFY1-AP1S3,WDFY1,57590,AP1S3,130340
hg23001tg7203,WDFY3-CCT3,WDFY3,23001,CCT3,7203
hg11169tg9787,WDHD1-DLGAP5,WDHD1,11169,DLGAP5,9787
hg11169tg2643,WDHD1-GCH1,WDHD1,11169,GCH1,2643
hg11169tg3958,WDHD1-LGALS3,WDHD1,11169,LGALS3,3958
hg9948tg56606,WDR1-SLC2A9,WDR1,9948,SLC2A9,56606
hg55717tg9124,WDR11-PDLIM1,WDR11,55717,PDLIM1,9124
hg55759tg117583,WDR12-PARD3B,WDR12,55759,PARD3B,117583
hg64743tg10610,WDR13-ST6GALNAC2,WDR13,64743,ST6GALNAC2,10610
hg64743tg10844,WDR13-TUBGCP2,WDR13,64743,TUBGCP2,10844
hg57418tg91304,WDR18-TMEM259,WDR18,57418,TMEM259,91304
hg91833tg439,WDR20-ASNA1,WDR20,91833,ASNA1,439
hg91833tg3957,WDR20-LGALS2,WDR20,91833,LGALS2,3957
hg91833tg5527,WDR20-PPP2R5C,WDR20,91833,PPP2R5C,5527
hg91833tg9895,WDR20-TECPR2,WDR20,91833,TECPR2,9895
hg55339tg25825,WDR33-BACE2,WDR33,55339,BACE2,25825
hg89891tg10444,WDR34-ZER1,WDR34,89891,ZER1,10444
hg57539tg23369,WDR35-PUM2,WDR35,57539,PUM2,23369
hg134430tg10457,WDR36-GPNMB,WDR36,134430,GPNMB,10457
hg134430tg9315,WDR36-NREP,WDR36,134430,NREP,9315
hg22884tg83641,WDR37-FAM107B,WDR37,22884,FAM107B,83641
hg22884tg2969,WDR37-GTF2I,WDR37,22884,GTF2I,2969
hg55255tg158,WDR41-ADSL,WDR41,55255,ADSL,158
hg54521tg139818,WDR44-DOCK11,WDR44,54521,DOCK11,139818
hg54521tg51317,WDR44-PHF21A,WDR44,54521,PHF21A,51317
hg56270tg10966,WDR45B-RAB40B,WDR45B,56270,RAB40B,10966
hg56270tg22872,WDR45B-SEC31A,WDR45B,56270,SEC31A,22872
hg56270tg5414,WDR45B-SEPT4,WDR45B,56270,SEPT4,5414
hg56270tg10801,WDR45B-SEPT9,WDR45B,56270,SEPT9,10801
hg57599tg8924,WDR48-HERC2,WDR48,57599,HERC2,8924
hg151790tg79674,WDR49-VEPH1,WDR49,151790,VEPH1,79674
hg79726tg1504,WDR59-CTRB1,WDR59,79726,CTRB1,1504
hg79726tg3735,WDR59-KARS,WDR59,79726,KARS,3735
hg79726tg3801,WDR59-KIFC3,WDR59,79726,KIFC3,3801
hg79726tg100885848,WDR59-PTGES3L,WDR59,79726,PTGES3L,100885848
hg79726tg9898,WDR59-UBAP2L,WDR59,79726,UBAP2L,9898
hg11180tg144402,WDR6-CPNE8,WDR6,11180,CPNE8,144402
hg11180tg79050,WDR6-NOC4L,WDR6,11180,NOC4L,79050
hg55112tg7434,WDR60-VIPR2,WDR60,55112,VIPR2,7434
hg55112tg55112,WDR60-WDR60,WDR60,55112,WDR60,55112
hg80349tg5885,WDR61-RAD21,WDR61,80349,RAD21,5885
hg284403tg10870,WDR62-HCST,WDR62,284403,HCST,10870
hg284403tg79090,WDR62-TRAPPC6A,WDR62,284403,TRAPPC6A,79090
hg55100tg81792,WDR70-ADAMTS12,WDR70,55100,ADAMTS12,81792
hg55100tg64902,WDR70-AGXT2,WDR70,55100,AGXT2,64902
hg55100tg93210,WDR70-PGAP3,WDR70,55100,PGAP3,93210
hg55100tg26064,WDR70-RAI14,WDR70,55100,RAI14,26064
hg84128tg471,WDR75-ATIC,WDR75,84128,ATIC,471
hg79968tg3419,WDR76-IDH3A,WDR76,79968,IDH3A,3419
hg79968tg2923,WDR76-PDIA3,WDR76,79968,PDIA3,2923
hg124997tg124637,WDR81-CYB5D1,WDR81,124997,CYB5D1,124637
hg84292tg1725,WDR83-DHPS,WDR83,84292,DHPS,1725
hg349136tg55311,WDR86-ZNF444,WDR86,349136,ZNF444,55311
hg197335tg83850,WDR90-ESYT3,WDR90,197335,ESYT3,83850
hg197335tg57799,WDR90-RAB40C,WDR90,197335,RAB40C,57799
hg151525tg29994,WDSUB1-BAZ2B,WDSUB1,151525,BAZ2B,29994
hg151525tg84248,WDSUB1-FYTTD1,WDSUB1,151525,FYTTD1,84248
hg23038tg84958,WDTC1-SYTL1,WDTC1,23038,SYTL1,84958
hg55093tg29028,WDYHV1-ATAD2,WDYHV1,55093,ATAD2,29028
hg7465tg1136,WEE1-CHRNA3,WEE1,7465,CHRNA3,1136
hg10406tg8125,WFDC2-ANP32A,WFDC2,10406,ANP32A,8125
hg10406tg10406,WFDC2-WFDC2,WFDC2,10406,WFDC2,10406
hg7468tg55876,WHSC1-GSDMB,WHSC1,7468,GSDMB,55876
hg7468tg3954,WHSC1-LETM1,WHSC1,7468,LETM1,3954
hg7468tg339983,WHSC1-NAT8L,WHSC1,7468,NAT8L,339983
hg7468tg57407,WHSC1-NMRAL1,WHSC1,7468,NMRAL1,57407
hg7468tg91181,WHSC1-NUP210L,WHSC1,7468,NUP210L,91181
hg7468tg57157,WHSC1-PHTF2,WHSC1,7468,PHTF2,57157
hg7468tg353497,WHSC1-POLN,WHSC1,7468,POLN,353497
hg7468tg115286,WHSC1-SLC25A26,WHSC1,7468,SLC25A26,115286
hg7468tg10460,WHSC1-TACC3,WHSC1,7468,TACC3,10460
hg54904tg8749,WHSC1L1-ADAM18,WHSC1L1,54904,ADAM18,8749
hg54904tg203102,WHSC1L1-ADAM32,WHSC1L1,54904,ADAM32,203102
hg54904tg2260,WHSC1L1-FGFR1,WHSC1L1,54904,FGFR1,2260
hg54904tg51773,WHSC1L1-RSF1,WHSC1L1,54904,RSF1,51773
hg54904tg6917,WHSC1L1-TCEA1,WHSC1L1,54904,TCEA1,6917
hg84305tg9194,WIBG-SLC16A7,WIBG,84305,SLC16A7,9194
hg147179tg2064,WIPF2-ERBB2,WIPF2,147179,ERBB2,2064
hg147179tg22806,WIPF2-IKZF3,WIPF2,147179,IKZF3,22806
hg55062tg51321,WIPI1-AMZ2,WIPI1,55062,AMZ2,51321
hg55062tg2186,WIPI1-BPTF,WIPI1,55062,BPTF,2186
hg79971tg6926,WLS-TBX3,WLS,79971,TBX3,6926
hg65125tg9550,WNK1-ATP6V1G1,WNK1,65125,ATP6V1G1,9550
hg65125tg283358,WNK1-B4GALNT3,WNK1,65125,B4GALNT3,283358
hg65125tg80824,WNK1-DUSP16,WNK1,65125,DUSP16,80824
hg65125tg23085,WNK1-ERC1,WNK1,65125,ERC1,23085
hg65125tg440073,WNK1-IQSEC3,WNK1,65125,IQSEC3,440073
hg65125tg5927,WNK1-KDM5A,WNK1,65125,KDM5A,5927
hg65125tg79837,WNK1-PIP4K2C,WNK1,65125,PIP4K2C,79837
hg65125tg56341,WNK1-PRMT8,WNK1,65125,PRMT8,56341
hg65268tg84270,WNK2-C9orf89,WNK2,65268,C9orf89,84270
hg65268tg401541,WNK2-CENPP,WNK2,65268,CENPP,401541
hg65268tg23196,WNK2-FAM120A,WNK2,65268,FAM120A,23196
hg65268tg203328,WNK2-SUSD3,WNK2,65268,SUSD3,203328
hg7472tg136991,WNT2-ASZ1,WNT2,7472,ASZ1,136991
hg7472tg7982,WNT2-ST7,WNT2,7472,ST7,7982
hg49856tg55827,WRAP73-DCAF6,WRAP73,49856,DCAF6,55827
hg49856tg2888,WRAP73-GRB14,WRAP73,49856,GRB14,2888
hg49856tg400966,WRAP73-RGPD1,WRAP73,49856,RGPD1,400966
hg7485tg25825,WRB-BACE2,WRB,7485,BACE2,25825
hg7485tg2078,WRB-ERG,WRB,7485,ERG,2078
hg7486tg8754,WRN-ADAM9,WRN,7486,ADAM9,8754
hg7486tg55100,WRN-WDR70,WRN,7486,WDR70,55100
hg56897tg81688,WRNIP1-C6orf62,WRNIP1,56897,C6orf62,81688
hg26118tg5469,WSB1-MED1,WSB1,26118,MED1,5469
hg55884tg5985,WSB2-RFC5,WSB2,55884,RFC5,5985
hg55841tg357,WWC3-SHROOM2,WWC3,55841,SHROOM2,357
hg51741tg84529,WWOX-C15orf41,WWOX,51741,C15orf41,84529
hg51741tg283927,WWOX-NUDT7,WWOX,51741,NUDT7,283927
hg51741tg23168,WWOX-RTF1,WWOX,51741,RTF1,23168
hg51741tg57687,WWOX-VAT1L,WWOX,51741,VAT1L,57687
hg51741tg51741,WWOX-WWOX,WWOX,51741,WWOX,51741
hg11059tg1361,WWP1-CPB2,WWP1,11059,CPB2,1361
hg11059tg3691,WWP1-ITGB4,WWP1,11059,ITGB4,3691
hg11059tg80224,WWP1-NUBPL,WWP1,11059,NUBPL,80224
hg11060tg84916,WWP2-CIRH1A,WWP2,11060,CIRH1A,84916
hg11060tg1508,WWP2-CTSB,WWP2,11060,CTSB,1508
hg11060tg56204,WWP2-FAM214A,WWP2,11060,FAM214A,56204
hg11060tg146395,WWP2-GSG1L,WWP2,11060,GSG1L,146395
hg11060tg79613,WWP2-TANGO6,WWP2,11060,TANGO6,79613
hg25937tg389161,WWTR1-ANKUB1,WWTR1,25937,ANKUB1,389161
hg25937tg545,WWTR1-ATR,WWTR1,25937,ATR,545
hg25937tg254251,WWTR1-LCORL,WWTR1,25937,LCORL,254251
hg7494tg51001,XBP1-MTERFD1,XBP1,7494,MTERFD1,51001
hg7494tg23331,XBP1-TTC28,XBP1,7494,TTC28,23331
hg7498tg6233,XDH-RPS27A,XDH,7498,RPS27A,6233
hg331tg4068,XIAP-SH2D1A,XIAP,331,SH2D1A,4068
hg114786tg10656,XKR4-KHDRBS3,XKR4,114786,KHDRBS3,10656
hg7507tg7464,XPA-CORO2A,XPA,7507,CORO2A,7464
hg7508tg23186,XPC-RCOR1,XPC,7508,RCOR1,23186
hg7512tg28947,XPNPEP2-IGKJ4,XPNPEP2,7512,IGKJ4,28947
hg63929tg51493,XPNPEP3-RTCB,XPNPEP3,63929,RTCB,51493
hg7514tg10575,XPO1-CCT4,XPO1,7514,CCT4,10575
hg7514tg9736,XPO1-USP34,XPO1,7514,USP34,9736
hg64328tg6749,XPO4-SSRP1,XPO4,64328,SSRP1,6749
hg64328tg253832,XPO4-ZDHHC20,XPO4,64328,ZDHHC20,253832
hg57510tg221458,XPO5-KIF6,XPO5,57510,KIF6,221458
hg57510tg55173,XPO5-MRPS10,XPO5,57510,MRPS10,55173
hg57510tg22937,XPO5-SCAP,XPO5,57510,SCAP,22937
hg57510tg7407,XPO5-VARS,XPO5,57510,VARS,7407
hg23039tg427,XPO7-ASAH1,XPO7,23039,ASAH1,427
hg23039tg5901,XPO7-RAN,XPO7,23039,RAN,5901
hg11260tg115749,XPOT-C12orf56,XPOT,11260,C12orf56,115749
hg9213tg10657,XPR1-KHDRBS1,XPR1,9213,KHDRBS1,10657
hg9213tg22920,XPR1-KIFAP3,XPR1,9213,KIFAP3,22920
hg9213tg89884,XPR1-LHX4,XPR1,9213,LHX4,89884
hg9213tg29922,XPR1-NME7,XPR1,9213,NME7,29922
hg9213tg64326,XPR1-RFWD2,XPR1,9213,RFWD2,64326
hg7515tg23474,XRCC1-ETHE1,XRCC1,7515,ETHE1,23474
hg7516tg653857,XRCC2-ACTR3C,XRCC2,7516,ACTR3C,653857
hg7518tg8546,XRCC4-AP3B1,XRCC4,7518,AP3B1,8546
hg7520tg5244,XRCC5-ABCB4,XRCC5,7520,ABCB4,5244
hg7520tg33,XRCC5-ACADL,XRCC5,7520,ACADL,33
hg7520tg22948,XRCC5-CCT5,XRCC5,7520,CCT5,22948
hg7520tg51115,XRCC5-RMDN1,XRCC5,7520,RMDN1,51115
hg7520tg6168,XRCC5-RPL37A,XRCC5,7520,RPL37A,6168
hg7520tg10346,XRCC5-TRIM22,XRCC5,7520,TRIM22,10346
hg7520tg200403,XRCC5-VWA3B,XRCC5,7520,VWA3B,200403
hg2547tg50,XRCC6-ACO2,XRCC6,2547,ACO2,50
hg2547tg411,XRCC6-ARSB,XRCC6,2547,ARSB,411
hg2547tg2880,XRCC6-GPX5,XRCC6,2547,GPX5,2880
